-2.8915,9.7135,+1
-0.33553,-6.6407,-1
9.1722,9.5341,+1
-3.9103,3.327,+1
-6.8995,-1.421,-1
0.89651,-5.5789,-1
8.9058,-0.70832,-1
-0.64493,-8.4792,-1
-4.2197,6.5807,+1
2.0051,-3.9471,-1
-7.2158,-2.5627,-1
-2.3843,9.1658,+1
7.6389,-5.9435,-1
-8.2423,-0.8381,-1
-7.5566,6.1336,+1
-7.1252,-5.3761,-1
4.139,5.5747,+1
3.7636,-7.6326,-1
3.3336,0.3419,+1
-8.9991,8.1788,+1
7.8375,-7.6653,-1
-1.5068,2.1131,+1
-2.3939,-4.9623,-1
5.4892,9.3438,+1
0.7433,5.5356,+1
-7.2743,-3.7725,-1
-5.759,4.6255,+1
6.9912,-0.021854,-1
3.389,-1.3982,-1
-5.4894,-4.0332,-1
9.8956,6.3983,+1
-3.7355,8.7297,+1
4.043,7.2407,+1
-7.7873,-5.3803,-1
-0.49611,8.3603,+1
2.0172,-4.914,-1
-1.1357,-6.7183,-1
1.7818,0.48416,+1
4.9215,-7.1041,-1
5.9511,-6.7251,-1
-5.6206,-9.6154,-1
5.0969,-1.7063,-1
-1.9727,6.2252,+1
-4.9215,-3.7985,-1
-0.32076,6.554,+1
-1.2945,-3.6896,+1
4.1003,0.76693,+1
-7.3725,5.2238,+1
-1.7685,5.1921,+1
-6.7839,3.2762,+1
-8.0282,5.433,+1
-9.5493,-4.2465,-1
4.1177,6.2439,+1
4.4238,6.4984,+1
7.7786,-3.1261,-1
-0.54402,3.4598,+1
-7.7963,-7.255,-1
6.7794,-2.121,-1
6.6082,-9.5693,-1
9.4914,-7.8778,-1
4.3169,9.1291,+1
6.7201,-2.0395,-1
5.6325,-0.56952,-1
-3.4736,-5.2323,-1
-6.6341,-7.1908,-1
0.649,-9.8575,-1
-8.5647,7.0406,+1
4.5413,-9.358,-1
0.76796,0.65402,+1
-8.4999,9.7006,+1
-1.8279,-2.8898,+1
-4.8592,-4.1271,-1
-4.5012,-5.0455,-1
-3.9238,4.8797,+1
-5.5235,0.21033,+1
2.3031,-4.7758,-1
8.2116,-8.4687,-1
-0.1071,-9.419,-1
0.6777,-2.6315,+1
-6.4418,-5.1404,-1
1.3852,-8.6751,-1
-5.9643,6.7808,+1
4.4798,5.2387,+1
-3.5383,4.3824,+1
-5.7487,-4.0976,-1
-3.6775,-6.1218,-1
-4.6027,-8.759,-1
-1.5878,6.955,+1
-2.9766,8.5074,+1
3.3703,1.3023,+1
-6.5831,-0.20077,-1
8.9054,3.6121,-1
7.3596,9.4761,+1
-1.352,5.7207,+1
1.9579,3.0892,+1
-8.774,-2.8751,-1
-0.77482,-3.2255,+1
-9.2089,-1.9846,-1
6.8899,-0.87061,-1
6.0245,-2.4483,-1
1.1684,-1.9415,+1
4.8192,5.8345,+1
3.0511,9.7174,+1
9.6562,-1.0465,-1
9.607,6.918,+1
-9.2874,-1.5246,-1
9.1607,6.1809,+1
-4.0098,-5.4804,-1
-6.428,-2.2569,-1
-5.0906,-0.04175,+1
-1.8537,5.8973,+1
1.2716,2.7245,+1
-7.4055,-1.5433,-1
-1.7529,-5.3109,-1
-3.2996,2.1333,+1
0.0026641,6.3763,+1
-5.2426,-2.7698,-1
-0.7766,4.8375,+1
3.2803,-7.8927,-1
-8.0178,3.2163,+1
3.6207,3.3468,+1
-0.75443,8.9186,+1
2.5609,-9.5226,-1
-9.6532,-8.9368,-1
-1.6885,6.345,+1
6.3982,-1.1105,-1
9.6276,1.2887,-1
8.7705,-3.9187,-1
6.9161,0.16739,-1
9.6472,-3.3651,-1
-1.6365,7.1653,+1
-0.3198,9.8374,+1
2.2257,-3.8092,-1
4.3138,-6.7659,-1
-5.8018,-6.7398,-1
-3.6031,2.4871,+1
-8.7541,-5.9018,-1
3.0187,-5.2736,-1
-6.6416,-4.7777,-1
-4.7506,4.9299,+1
-7.5084,-0.87114,-1
1.8037,6.8482,+1
7.3286,4.3422,+1
6.9393,-7.2302,-1
-7.3159,-4.7313,-1
-4.8571,-7.3111,-1
7.2705,1.6369,-1
8.822,-0.049837,-1
4.2572,-8.7681,-1
-9.0946,8.6039,+1
-9.8745,-2.2201,-1
7.0614,-0.87699,-1
-5.9573,6.6816,+1
-9.955,7.0594,+1
-0.6182,4.6047,+1
1.2609,-9.4002,-1
7.4569,-1.232,-1
4.3047,-8.6738,-1
8.8444,5.6694,+1
9.0127,-2.5333,-1
1.4194,-9.6123,-1
-0.29573,-6.0199,-1
-2.709,-2.7162,+1
0.74878,5.348,+1
7.7876,-9.5383,-1
1.7463,-9.6738,-1
-9.0704,-2.3801,-1
3.5672,0.36509,+1
8.6836,9.1301,+1
6.3162,-1.7314,-1
-8.4139,-9.9466,-1
0.84081,2.2299,+1
7.241,-2.8775,-1
6.944,-0.95961,-1
5.1234,6.6162,+1
-0.28905,1.2905,+1
-5.1089,8.4908,+1
-0.65143,2.9012,+1
8.6015,-3.0421,-1
-2.8753,5.1642,+1
-2.5621,-1.0189,+1
-0.66783,-6.4033,-1
-2.9499,6.6482,+1
-9.7379,3.011,-1
9.6493,-4.6247,-1
3.3756,-8.0032,-1
5.4842,-9.856,-1
2.2528,-4.479,-1
-1.8367,9.679,+1
7.2797,8.6998,+1
1.2333,-7.5812,-1
-4.8433,7.0946,+1
-6.4327,8.9221,+1
-1.5335,2.4452,+1
8.931,-1.1121,-1
9.8358,6.7624,+1
-0.23664,8.3242,+1
2.0244,1.1493,+1
7.459,4.8442,+1
-3.4971,-9.1293,-1
-2.9119,5.1964,+1
-4.2854,-2.7484,-1
4.7092,-5.4985,-1
8.1253,-9.6664,-1
5.6141,2.5605,+1
-0.47933,-9.9805,-1
-8.5297,-0.82873,-1
1.844,-1.6549,+1
4.0478,3.8921,+1
-2.7814,-9.7409,-1
9.3038,-7.1925,-1
-5.6026,-3.7245,-1
7.8,-7.7347,-1
-6.7982,-8.9503,-1
6.1315,6.4039,+1
-3.0408,9.9421,+1
-4.4361,-0.31589,+1
5.6646,-6.7856,-1
7.4238,5.2986,+1
-0.11917,2.0071,+1
9.4675,3.2123,-1
-8.1642,5.6119,+1
0.75565,4.8247,+1
9.746,-6.399,-1
-7.8476,0.94377,-1
-5.8945,1.7166,+1
7.4273,2.9008,-1
0.67246,-5.5945,-1
-3.9921,-2.6554,-1
6.5721,6.513,+1
1.4689,-9.8141,-1
-1.365,2.9941,+1
-8.9544,4.2837,+1
1.474,-8.0397,-1
1.2826,-6.9183,-1
-0.90775,4.5211,+1
-3.1088,-4.05,-1
-9.2388,0.82948,-1
-5.6314,9.4128,+1
-9.0525,0.31114,-1
-9.9304,5.4276,+1
-6.8941,8.3227,+1
-2.5216,-0.1986,+1
7.9835,-4.9728,-1
1.8861,6.3468,+1
-7.7319,0.71384,-1
1.5376,3.5591,+1
9.3264,-8.9094,-1
8.4076,-4.0342,-1
1.7757,-6.0875,-1
2.2424,2.727,+1
5.3481,6.255,+1
-7.4261,-1.3551,-1
9.0623,-0.90227,-1
6.4268,2.983,+1
-7.084,-2.8635,-1
-0.44364,1.2343,+1
-6.3594,5.4859,+1
1.3921,9.893,+1
9.8277,8.7817,+1
-7.7219,-1.497,-1
-5.7662,7.817,+1
0.73541,-7.9233,-1
-4.9461,7.8013,+1
-4.8314,6.9884,+1
-5.3615,4.4267,+1
-6.9286,-8.5455,-1
1.5389,-3.1008,-1
8.7051,-9.1801,-1
7.7815,-3.3599,-1
9.7274,-4.9784,-1
-9.2975,7.3825,+1
2.0998,-0.39339,+1
-2.1269,9.2056,+1
-9.353,-2.4436,-1
4.0128,-5.8019,-1
0.67306,-2.8006,+1
4.2634,-9.8612,-1
2.7915,-7.4749,-1
5.4908,0.74722,-1
1.8635,-7.6138,-1
2.2366,-0.21373,+1
-2.4269,-9.7714,-1
7.1935,7.8259,+1
5.0883,5.9963,+1
-7.3288,-4.5077,-1
8.7399,9.9116,+1
9.0333,-0.0068163,-1
2.6035,-9.6389,-1
-2.5568,-9.8171,-1
0.93435,-1.5505,+1
5.5806,5.3863,+1
-7.0345,-6.9923,-1
0.72843,1.2291,+1
-3.7571,-5.9087,-1
2.385,-0.71893,+1
2.3065,-9.8767,-1
-0.31696,-3.1214,+1
-7.5429,-0.40104,-1
-1.2695,3.56,+1
3.2369,-7.3427,-1
-5.4888,-7.3205,-1
0.7335,-8.9537,-1
-5.956,7.7329,+1
1.4565,2.1569,+1
0.49922,2.8598,+1
-4.1767,-3.4989,-1
5.9874,5.6385,+1
-9.7637,-7.5535,-1
5.1366,-1.1702,-1
4.2286,9.1645,+1
-4.8895,-7.7828,-1
-2.2014,-5.0125,-1
-5.3316,0.42565,+1
-2.3726,-4.3801,-1
0.66143,2.753,+1
-5.9685,-0.74897,-1
-7.8908,-2.9231,-1
-6.2544,-9.4068,-1
0.48684,-2.3204,+1
1.0505,8.8647,+1
1.1753,-7.9535,-1
-5.5338,5.241,+1
-4.3608,2.9928,+1
-2.2573,-1.7788,+1
-8.6692,-2.4087,-1
0.56132,-0.9325,+1
